DEPARTAMENTO,CARGO,SUELDO BRUTO,MES,AÑO
"AEROPUERTO INT. CIBAO, SANTIAGO",OPERADOR DE RADIO,12321,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",OPERADOR DE RADIO,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",DIGITADOR,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",ABOGADA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",CHOFER NIVEL 2 (VEHICULOS LIVIANOS),15000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",CHOFER NIVEL 2 (VEHICULOS LIVIANOS),18500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",AYUDANTE DEL DIRECTOR DE SEGURIDAD,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",COCINERO (A),12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",COCINERO (A),12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",COCINERO (A),12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",COCINERO (A),12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",CONSERJE,12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",CONSERJE,12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERV. SECC. ANTI-DOPING,12500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,7900,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,5500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,27650,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,35000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
"AEROPUERTO INT. CIBAO, SANTIAGO",SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,DIRECTOR DE SEGURIDAD DE AEROPUERTO (SIERRA-1),90000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SUB-DIRECTOR DISCIPLINARIO,70000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SUB-DIRECTOR DE OPERACIONES,70000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. DEPTO. DE RECURSOS HUMANOS,35000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. DIV. TERMINAL DE CARGA,25000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. DIV. DE PLANES Y PROGRAMAS,25000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. ADMINISTRATIVA,15000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. DE CONTRATOS TEMPORALES,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. DE FISCALIZACION,15000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. DE INTELIGENCIA,15000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. DE SEGUIMIENTO,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECC. DETECC. EXPLOS. K-9,28000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. SECCION DE EVALUACION,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENCARGADO DE LA SECCION DE ENTRENAMIENTO (S-3D),21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENCARGADO SECCION DE ANTIDOPING DE LA DIRECCION DE CUERPO MEDICO,15000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. UNIDAD DE COMUNICACIONES,10000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ENC. UNIDAD DE COMUNICACIONES,10000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,AUXILIAR SECC. ADMINISTRATIVO,10000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,AUXILIAR SECC. DE VIGILANCIA,14000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SUPERVISOR AVSEC,21500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SUPERVISOR DE LOS SERVICIO DE SEGURIDAD TERMINAL DE CARGA,20000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,OPERADOR DE RADIO,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,OPERADOR DE RADIO,25000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,ABOGADA SERVICIO,25000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,VERIFICADORA DE PRUEBA DE DOPAJES,15000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,CHOFER NIVEL 2 (VEHICULOS LIVIANOS),18500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,COCINERO (A),12500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,CONSERJE,12500,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,OFICIAL SUPERVISOR DE LOS SERVICIOS (S-1E),20000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
AEROPUERTO INT. DE PUERTO PLATA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
