DEPARTAMENTO,CARGO,SUELDO BRUTO,MES,AÑO
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,5000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,21500,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,15000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,25000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,12500,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,20420,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION DISCIPLINARIA,SERVICIO DE SEGURIDAD AEROPORTUARIA,35000,Mayo,2026
DIRECCION JURIDICA,DIRECTOR JURIDICO,90000,Mayo,2026
DIRECCION JURIDICA,SUB-DIRECTOR LEGAL AERONAUTICA,70000,Mayo,2026
DIRECCION JURIDICA,SUB-DIRECTORA DE DIRECCION JURIDICA,70000,Mayo,2026
DIRECCION JURIDICA,ENC. DEPTO PENALES,35000,Mayo,2026
DIRECCION JURIDICA,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION JURIDICA,ENC. DEPTO. DE ANALISI DE EQUIDAD DE GENERO,35000,Mayo,2026
DIRECCION JURIDICA,ENC. DEPTO. DE PROCESOS CIVILES,35000,Mayo,2026
DIRECCION JURIDICA,ENC. DEPTO. PROCESO LEGAL AVSEC,35000,Mayo,2026
DIRECCION JURIDICA,ENC. SECC. DE CORRESPONDENCIA,15000,Mayo,2026
DIRECCION JURIDICA,ENC. SECC. DE DEFENSORIA Y CONCILIACIONES PENALES,30500,Mayo,2026
DIRECCION JURIDICA,ENC. SECC. LEGISLACION INTERNACIONAL,30500,Mayo,2026
DIRECCION JURIDICA,ASESORA LEGAL NIVEL 1,20000,Mayo,2026
DIRECCION JURIDICA,ASESORA LEGAL NIVEL 1,20000,Mayo,2026
DIRECCION JURIDICA,ARCHIVISTA,15000,Mayo,2026
DIRECCION JURIDICA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION JURIDICA,SERVICIO DE SEGURIDAD AEROPORTUARIA,30000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,DIRECTOR DE TECNOLOGIA DE LA INFORMACION Y COMUNICACIONES,90000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,SUB-DIRECTORA DE TECNOLOGIA DE INFORM. Y COM.,70000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DEPTO. ADMINISTRATIVO,35000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DEPTO. DE COMUNICACIONES Y ELECTRONICA,35000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. ADMINISTRATIVA SERVIDORES,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. DE INFORMATICA,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. DE SEGURIDAD DE LA INFORMACION,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. PROPIEDADES DE COMUNICACION,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. REDES,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIV. SOPORTE TEC.,25000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. DIVISION DE SOPORTE TECNICO,30000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. SECC. DE COMUNICACIONES,15000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ENC. SECC. DE DESARROLLO,15000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,AUXILIAR DE SOPORTE TECNICO,20000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,AUXILIAR DE SOPORTE TECNICO,17000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,AUXILIAR DE SOPORTE TECNICO,15000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,AUXILIAR DIV. DE SOPORTE TECNICO,20000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,INSTRUCTOR DE INFORMATICA,23000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADOR DE REDES Y COM. C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ADMINISTRADORA DE REDES Y COMUNICACIÓN DEL C-4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,TEC.SIST.VID.VIG.Y CENT.TEL.C4,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,TECNICO PROGRAMADOR,30000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,TECNICA ESPECIALISTA EN REDES,35000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,TECNICO ESPECIALISTA EN REDES,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,SOPORTE TECNICO,20000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,SOPORTE TECNICO,20000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,OPERADOR DE RADIO,15000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,OPERADORA DE RADIO,30000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,ESPEC. PLANIF. DISEÑO E IMPLEM,45000,Mayo,2026
DIRECCION DE TECNOLOGIA DE LA INFORMACION COMUNICACIÓN,COMUNICACIÓN,25000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,DIRECTOR DE PLANIFICACION Y DESARROLLO,90000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,SUB-DIRECTOR DE PLANIFICACION Y DESARROLLO,70000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. DEPTO. ADMINISTRATIVA,35000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. DEPTO. DE ESTADISTICAS,35000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. DEPTO. DE GESTION DE LA CALIDAD,35000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. DEPTO. DE NORMAS BASICAS DE CONTROL INTERNO (NOBACI),35000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENCARGADO DEPARTAMENTO DE PROYECTOS,35000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. DIV. DE GESTION DE RIESGOS,25000,Mayo,2026
DIRECCION DE PLANIFICACION Y DESARROLLO,ENC. SECC. DE EVALUACION DE ESTADISTICA,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,DIRECTOR DE SEGURIDAD DE AEROPUERTO (SIERRA-1),120000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-DIRECTOR DISCIPLINARIO,70000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-DIRECTOR DE OPERACIONES,70000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-DIRECTOR DE INTELIGENCIA,70000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-DIRECTOR DE RECURSOS HUMANOS,70000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-DIRECTOR TERMINAL DE CARGA,70000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. DIV. DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. DIV. DE PLANES Y PROGRAMAS,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUB-ENCARGADO TERMINAL DE CARGA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. ADMINISTRATIVA,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. CENTRO Y COMANDO C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE ENTRENAMIENTO,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE FISCALIZACION,15500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE INTELIGENCIA,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE PROPIEDADES,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE PROPIEDADES,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE RECURSOS HUMANOS,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE SEGUIMIENTO,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DE VALIDACION,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. DETECC. EXPLOS. K-9,28000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECC. LEGAL DE LA DIR. JURIDICA,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. SECCION DE EVALUACION,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ENC. UNIDAD AUXI. DE OPERADORES DE RADIO,10000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUX. SECC. DE INTELIGENCIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR ADMINISTRATIVA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR ADMINISTRATIVA,24500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR ADMINISTRATIVA,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE LA SECC. DE RECURSOS HUMANOS,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE LA SUB-DIRECCION C-4,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE LA SUBDIRECCION DE OPERACIONES,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE SUB-DIRECCION DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE SUB-DIRECCION DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR DE SUB-DIRECCION DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE FISCALIZACION,13500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE INTELIGENCIA,10000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE INTELIGENCIA,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE INTELIGENCIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE INTELIGENCIA,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. DE RECURSOS HUMANOS,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SECC. INTELIGENCIA,10000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SUB-DIRECCION DE INTELIGENCIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SUBDIRECCION DE OPERACIONES,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SUBDIRECCION DE OPERACIONES,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SUBDIRECCION DE OPERACIONES,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AUXILIAR SUBDIRECCION DE OPERACIONES,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,GERENTE AVSEC,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCION DE EXPLOSIVOS,19000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,27650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,27650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,32650,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,MANEJADOR K-9 EN LA SECCION DE DETECCIÓN DE EXPLOSIVOS,35000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR AVSEC,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR EN EL C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR EN EL C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR EN EL C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR DE LOS SERVICIO DE SEGURIDAD TERMINAL DE CARGA,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVIROR GENERAL DE LOS SERVICIO DE SEG.,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVIROR GENERAL DE LOS SERVICIO DE SEG.,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR GENERAL DE LOS SERVICIOS DE SEGU.,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR GENERAL DE LOS SERVICIOS DE SEGU.,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISOR GENERAL SEG. SEGURIDAD,20000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-4,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,19500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DEL C-3,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SUPERVISORA C-3,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DE RADIO,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR DE RADIO,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADOR RADIO,25000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADORA DE RADIO,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,OPERADORA DE RADIO,10000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ABOGADA DE SERVICIO,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,BIOANALISTA,20300,Mayo,2026
AEROP. INT. DE LAS AMERICAS,BIOANALISTA,20300,Mayo,2026
AEROP. INT. DE LAS AMERICAS,AYUDANTE DEL DIRECTOR DE SEGURIDAD,21500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,ARMERO,30000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,LIMPIA BOTAS,12500,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERV. DE GUARDIA INTERIOR,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERV. DE GUARDIA INTERIOR,15000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
AEROP. INT. DE LAS AMERICAS,SERVICIO DE SEGURIDAD AEROPORTUARIA,14000,Mayo,2026
